2020-02-21 20:46:50,844: 'a'
2020-02-21 20:46:51,304: 'n'
2020-02-21 20:46:51,434: 'o'
2020-02-21 20:46:51,572: Key.space
2020-02-21 20:46:51,768: 'e'
2020-02-21 20:46:52,295: 'r'
2020-02-21 20:46:52,384: 'a'
2020-02-21 20:46:52,565: Key.space
2020-02-21 20:46:52,822: 'o'
2020-02-21 20:46:52,954: 'n'
2020-02-21 20:46:53,115: 'd'
2020-02-21 20:46:53,218: 'a'
2020-02-21 20:46:53,519: 'b'
2020-02-21 20:46:53,650: 'a'
2020-02-21 20:46:54,514: Key.shift_r
2020-02-21 20:46:54,620: '?'
2020-02-21 20:46:54,999: Key.enter
2022-07-07 20:00:38,337: 'c'
2022-07-07 20:00:38,430: 'd'
2022-07-07 20:00:38,626: Key.space
2022-07-07 20:00:44,009: Key.ctrl_l
2022-07-07 20:00:44,393: '\x03'
2022-07-07 20:00:44,614: '\x03'
2022-07-07 20:00:44,787: '\x03'
2022-07-07 20:00:52,227: Key.enter
2022-07-07 20:00:55,330: Key.up
2022-07-07 20:00:56,372: Key.left
2022-07-07 20:00:56,562: Key.left
2022-07-07 20:00:56,844: Key.left
2022-07-07 20:00:57,013: Key.left
2022-07-07 20:00:57,194: Key.left
2022-07-07 20:00:57,375: Key.left
2022-07-07 20:00:57,554: Key.left
2022-07-07 20:00:57,716: Key.left
2022-07-07 20:00:57,884: Key.left
2022-07-07 20:00:58,138: Key.left
2022-07-07 20:00:59,002: Key.left
2022-07-07 20:00:59,526: Key.backspace
2022-07-07 20:01:00,031: '/'
2022-07-07 20:01:00,568: Key.left
2022-07-07 20:01:00,767: Key.left
2022-07-07 20:01:00,959: Key.left
2022-07-07 20:01:01,229: Key.left
2022-07-07 20:01:01,704: Key.left
2022-07-07 20:01:01,731: Key.left
2022-07-07 20:01:01,756: Key.left
2022-07-07 20:01:01,782: Key.left
2022-07-07 20:01:01,952: Key.left
2022-07-07 20:01:02,149: Key.left
2022-07-07 20:01:02,336: Key.left
2022-07-07 20:01:02,524: Key.left
2022-07-07 20:01:02,703: Key.left
2022-07-07 20:01:02,882: Key.left
2022-07-07 20:01:03,791: Key.left
2022-07-07 20:01:04,102: Key.left
2022-07-07 20:01:05,031: Key.backspace
2022-07-07 20:01:05,602: '/'
2022-07-07 20:01:09,822: Key.enter
2022-07-07 20:01:13,472: 'l'
2022-07-07 20:01:13,636: 'l'
2022-07-07 20:01:13,945: Key.enter
2022-07-07 20:02:31,047: 'g'
2022-07-07 20:02:31,137: 'i'
2022-07-07 20:02:31,254: 't'
2022-07-07 20:02:31,450: Key.space
2022-07-07 20:02:31,674: 'i'
2022-07-07 20:02:31,783: 'n'
2022-07-07 20:02:31,894: 'i'
2022-07-07 20:02:31,994: 't'
2022-07-07 20:02:33,605: Key.space
2022-07-07 20:02:36,236: Key.backspace
2022-07-07 20:02:41,464: Key.enter
2022-07-07 20:03:28,211: Key.enter
2022-07-07 20:03:28,394: Key.enter
2022-07-07 20:03:28,547: Key.enter
2022-07-07 20:03:28,696: Key.enter
2022-07-07 20:03:30,405: 'c'
2022-07-07 20:03:30,505: 'l'
2022-07-07 20:03:30,578: 'e'
2022-07-07 20:03:30,706: 'a'
2022-07-07 20:03:30,778: 'r'
2022-07-07 20:03:31,063: Key.enter
2022-07-07 20:03:31,865: 'g'
2022-07-07 20:03:31,982: 'i'
2022-07-07 20:03:32,082: 't'
2022-07-07 20:03:32,311: Key.space
2022-07-07 20:03:32,440: 's'
2022-07-07 20:03:32,600: 't'
2022-07-07 20:03:32,677: 'a'
2022-07-07 20:03:32,750: 't'
2022-07-07 20:03:32,899: 'u'
2022-07-07 20:03:33,006: 's'
2022-07-07 20:03:34,329: Key.enter
2022-07-07 20:04:25,459: 'g'
2022-07-07 20:04:26,062: 'i'
2022-07-07 20:04:26,180: 't'
2022-07-07 20:04:26,371: Key.space
2022-07-07 20:04:26,558: 'a'
2022-07-07 20:04:26,785: 'd'
2022-07-07 20:04:26,966: 'd'
2022-07-07 20:04:31,741: Key.space
2022-07-07 20:04:32,042: 'c'
2022-07-07 20:04:32,207: 'o'
2022-07-07 20:04:32,304: 'u'
2022-07-07 20:04:32,504: 'n'
2022-07-07 20:04:32,666: 't'
2022-07-07 20:04:33,363: 'i'
2022-07-07 20:04:33,484: 'n'
2022-07-07 20:04:34,198: Key.tab
2022-07-07 20:04:36,002: Key.enter
2022-07-07 20:04:37,838: 'g'
2022-07-07 20:04:37,938: 'i'
2022-07-07 20:04:38,046: 't'
2022-07-07 20:04:38,350: 's'
2022-07-07 20:04:38,461: 't'
2022-07-07 20:04:38,544: 'a'
2022-07-07 20:04:38,602: 't'
2022-07-07 20:04:38,992: Key.backspace
2022-07-07 20:04:39,149: Key.backspace
2022-07-07 20:04:39,276: Key.backspace
2022-07-07 20:04:39,420: Key.backspace
2022-07-07 20:04:39,657: Key.space
2022-07-07 20:04:39,860: 's'
2022-07-07 20:04:39,982: 't'
2022-07-07 20:04:40,089: 'a'
2022-07-07 20:04:40,170: 't'
2022-07-07 20:04:40,232: 'u'
2022-07-07 20:04:40,831: 's'
2022-07-07 20:04:41,379: Key.enter
2022-07-07 20:06:45,639: '.'
2022-07-07 20:06:47,464: 'g'
2022-07-07 20:06:47,594: 'i'
2022-07-07 20:06:47,718: 't'
2022-07-07 20:06:48,365: 'i'
2022-07-07 20:06:48,472: 'n'
2022-07-07 20:06:49,114: Key.backspace
2022-07-07 20:06:49,286: 'g'
2022-07-07 20:06:49,605: 'n'
2022-07-07 20:06:49,703: 'o'
2022-07-07 20:06:49,865: 'r'
2022-07-07 20:06:49,976: 'e'
2022-07-07 20:06:55,943: Key.enter
2022-07-07 20:08:22,548: Key.delete
2022-07-07 20:08:39,981: '.'
2022-07-07 20:08:40,660: 'g'
2022-07-07 20:08:41,109: 'i'
2022-07-07 20:08:41,271: 't'
2022-07-07 20:08:41,749: 'i'
2022-07-07 20:08:42,037: 'g'
2022-07-07 20:08:42,279: 'n'
2022-07-07 20:08:42,382: 'o'
2022-07-07 20:08:42,510: 'r'
2022-07-07 20:08:42,628: 'e'
2022-07-07 20:10:05,945: '.'
2022-07-07 20:10:06,557: 'g'
2022-07-07 20:10:06,770: 'i'
2022-07-07 20:10:06,924: 't'
2022-07-07 20:10:07,626: Key.enter
2022-07-07 20:10:37,689: 'g'
2022-07-07 20:10:37,784: 'i'
2022-07-07 20:10:37,904: 't'
2022-07-07 20:10:38,014: Key.space
2022-07-07 20:10:38,240: 'i'
2022-07-07 20:10:38,884: 'g'
2022-07-07 20:10:39,007: 'n'
2022-07-07 20:10:39,116: 'o'
2022-07-07 20:10:39,229: 'r'
2022-07-07 20:10:39,322: 'e'
2022-07-07 20:10:39,472: Key.space
2022-07-07 20:10:39,562: 's'
2022-07-07 20:10:39,653: 'o'
2022-07-07 20:10:39,755: 'u'
2022-07-07 20:10:39,841: 'r'
2022-07-07 20:10:40,089: 'c'
2022-07-07 20:10:40,207: 'e'
2022-07-07 20:10:41,362: Key.space
2022-07-07 20:10:42,720: 'f'
2022-07-07 20:10:42,819: 'i'
2022-07-07 20:10:42,922: 'l'
2022-07-07 20:10:43,094: 'e'
2022-07-07 20:10:44,041: Key.space
2022-07-07 20:10:44,241: 'e'
2022-07-07 20:10:44,455: 'x'
2022-07-07 20:10:45,987: 't'
2022-07-07 20:10:46,114: 'e'
2022-07-07 20:10:46,744: 'n'
2022-07-07 20:10:46,863: 's'
2022-07-07 20:10:47,114: 'i'
2022-07-07 20:10:47,209: 'o'
2022-07-07 20:10:47,345: 'n'
2022-07-07 20:10:49,263: Key.enter
2022-07-07 20:11:45,176: Key.backspace
2022-07-07 20:11:45,329: Key.backspace
2022-07-07 20:11:47,116: Key.backspace
2022-07-07 20:11:47,742: Key.backspace
2022-07-07 20:12:25,446: Key.shift
2022-07-07 20:12:25,920: Key.shift
2022-07-07 20:12:25,946: Key.shift
2022-07-07 20:12:25,972: Key.shift
2022-07-07 20:12:25,998: Key.shift
2022-07-07 20:12:26,024: Key.shift
2022-07-07 20:12:26,051: Key.shift
2022-07-07 20:12:26,076: Key.shift
2022-07-07 20:12:26,103: Key.shift
2022-07-07 20:12:26,128: Key.shift
2022-07-07 20:12:26,154: Key.shift
2022-07-07 20:12:26,179: Key.shift
2022-07-07 20:12:26,205: Key.shift
2022-07-07 20:12:26,231: Key.shift
2022-07-07 20:12:26,257: Key.shift
2022-07-07 20:12:26,273: '#'
2022-07-07 20:12:27,502: 'i'
2022-07-07 20:12:28,091: 'g'
2022-07-07 20:12:28,240: 'n'
2022-07-07 20:12:28,347: 'o'
2022-07-07 20:12:28,443: 'r'
2022-07-07 20:12:28,543: 'e'
2022-07-07 20:12:29,159: Key.space
2022-07-07 20:12:29,252: 'a'
2022-07-07 20:12:29,502: 'l'
2022-07-07 20:12:29,679: 'l'
2022-07-07 20:12:32,235: Key.space
2022-07-07 20:12:32,498: '.'
2022-07-07 20:12:33,920: 't'
2022-07-07 20:12:34,150: 'x'
2022-07-07 20:12:34,375: 't'
2022-07-07 20:12:35,097: Key.space
2022-07-07 20:12:35,202: 'f'
2022-07-07 20:12:35,324: 'i'
2022-07-07 20:12:35,436: 'l'
2022-07-07 20:12:35,528: 'e'
2022-07-07 20:12:35,610: 's'
2022-07-07 20:12:41,240: Key.enter
2022-07-07 20:12:42,283: '.'
2022-07-07 20:12:42,835: Key.backspace
2022-07-07 20:12:44,059: Key.shift
2022-07-07 20:12:44,239: '*'
2022-07-07 20:12:45,278: '.'
2022-07-07 20:12:45,968: 't'
2022-07-07 20:12:46,166: 'x'
2022-07-07 20:12:46,389: 't'
2022-07-07 20:12:48,947: Key.ctrl_l
2022-07-07 20:12:49,420: Key.ctrl_l
2022-07-07 20:12:49,446: Key.ctrl_l
2022-07-07 20:12:49,472: Key.ctrl_l
2022-07-07 20:12:49,498: Key.ctrl_l
2022-07-07 20:12:49,524: Key.ctrl_l
2022-07-07 20:12:49,549: Key.ctrl_l
2022-07-07 20:12:49,767: Key.ctrl_l
2022-07-07 20:12:50,099: '\x13'
2022-07-07 20:12:53,567: Key.ctrl_l
2022-07-07 20:12:54,041: Key.ctrl_l
2022-07-07 20:12:54,066: Key.ctrl_l
2022-07-07 20:12:54,092: Key.ctrl_l
2022-07-07 20:12:54,117: Key.ctrl_l
2022-07-07 20:12:54,129: '\x13'
2022-07-07 20:13:25,597: Key.backspace
2022-07-07 20:13:25,787: Key.backspace
2022-07-07 20:13:25,977: Key.backspace
2022-07-07 20:13:26,730: 'm'
2022-07-07 20:13:26,896: 'p'
2022-07-07 20:13:28,617: '4'
2022-07-07 20:13:30,060: Key.enter
2022-07-07 20:13:39,960: Key.shift
2022-07-07 20:13:40,155: '*'
2022-07-07 20:13:41,259: '.'
2022-07-07 20:13:41,752: 'm'
2022-07-07 20:13:41,928: 'p'
2022-07-07 20:13:43,335: '3'
2022-07-07 20:13:45,128: Key.ctrl_l
2022-07-07 20:13:46,260: Key.ctrl_l
2022-07-07 20:13:46,659: '\x13'
2022-07-07 20:13:48,091: Key.ctrl_l
2022-07-07 20:13:48,412: '\x13'
2022-07-07 20:13:53,365: Key.backspace
2022-07-07 20:13:53,557: Key.backspace
2022-07-07 20:13:54,278: Key.backspace
2022-07-07 20:13:54,879: 'm'
2022-07-07 20:13:55,034: 'p'
2022-07-07 20:13:56,446: '3'
2022-07-07 20:13:56,634: Key.space
2022-07-07 20:13:56,776: 'a'
2022-07-07 20:13:56,896: 'n'
2022-07-07 20:13:56,965: 'd'
2022-07-07 20:13:57,091: Key.space
2022-07-07 20:13:57,869: '.'
2022-07-07 20:13:58,223: 'm'
2022-07-07 20:13:58,404: 'p'
2022-07-07 20:13:59,648: '4'
2022-07-07 20:14:07,071: Key.enter
2022-07-07 20:14:07,234: Key.enter
2022-07-07 20:14:07,408: Key.enter
2022-07-07 20:14:08,365: 'g'
2022-07-07 20:14:08,438: 'i'
2022-07-07 20:14:08,568: 't'
2022-07-07 20:14:08,953: Key.space
2022-07-07 20:14:09,112: 's'
2022-07-07 20:14:09,241: 't'
2022-07-07 20:14:09,323: 'a'
2022-07-07 20:14:09,371: 't'
2022-07-07 20:14:09,544: 'u'
2022-07-07 20:14:09,656: 's'
2022-07-07 20:14:10,609: Key.enter
2022-07-07 20:15:23,181: 'c'
2022-07-07 20:15:23,290: 'h'
2022-07-07 20:15:23,378: 'a'
2022-07-07 20:15:23,491: 'g'
2022-07-07 20:15:23,644: 'e'
2022-07-07 20:15:24,292: Key.backspace
2022-07-07 20:15:24,456: Key.backspace
2022-07-07 20:15:24,673: 'n'
2022-07-07 20:15:24,763: 'g'
2022-07-07 20:15:24,845: 'e'
2022-07-07 20:15:24,945: Key.space
2022-07-07 20:15:31,471: 'g'
2022-07-07 20:15:31,553: 'i'
2022-07-07 20:15:31,679: 't'
2022-07-07 20:15:31,844: Key.space
2022-07-07 20:15:33,092: Key.backspace
2022-07-07 20:15:33,650: Key.backspace
2022-07-07 20:15:33,911: 'i'
2022-07-07 20:15:34,645: 'g'
2022-07-07 20:15:34,834: 'n'
2022-07-07 20:15:34,971: 'o'
2022-07-07 20:15:35,043: 'r'
2022-07-07 20:15:35,159: 'e'
2022-07-07 20:15:35,601: Key.space
2022-07-07 20:15:35,816: 'f'
2022-07-07 20:15:35,987: 'i'
2022-07-07 20:15:36,090: 'l'
2022-07-07 20:15:36,179: 'e'
2022-07-07 20:15:36,788: Key.space
2022-07-07 20:15:36,904: 'e'
2022-07-07 20:15:37,084: 'x'
2022-07-07 20:15:37,767: 't'
2022-07-07 20:15:37,889: 'e'
2022-07-07 20:15:38,058: 'n'
2022-07-07 20:15:38,271: 's'
2022-07-07 20:15:38,471: 't'
2022-07-07 20:15:38,658: 'i'
2022-07-07 20:15:38,744: 'o'
2022-07-07 20:15:38,854: 'n'
2022-07-07 20:15:39,832: Key.enter
2022-07-07 20:18:49,820: 'g'
2022-07-07 20:18:50,320: 'g'
2022-07-07 20:18:50,695: 'g'
2022-07-07 20:18:52,118: 'r'
2022-07-07 20:23:30,678: 'c'
2022-07-07 20:23:30,925: 'r'
2022-07-07 20:23:31,052: 'e'
2022-07-07 20:23:31,200: 'a'
2022-07-07 20:23:31,325: 't'
2022-07-07 20:23:31,448: 'e'
2022-07-07 20:23:31,751: Key.space
2022-07-07 20:23:32,193: 'g'
2022-07-07 20:23:32,323: 'i'
2022-07-07 20:23:32,442: 't'
2022-07-07 20:25:28,746: Key.enter
2022-07-07 20:25:28,902: Key.enter
2022-07-07 20:25:30,639: 't'
2022-07-07 20:25:30,749: 'o'
2022-07-07 20:25:30,858: 'u'
2022-07-07 20:25:31,123: Key.tab
2022-07-07 20:25:31,592: 'c'
2022-07-07 20:25:31,811: Key.tab
2022-07-07 20:25:34,873: Key.backspace
2022-07-07 20:25:38,951: '.'
2022-07-07 20:25:39,685: 'g'
2022-07-07 20:25:39,842: 'i'
2022-07-07 20:25:39,966: 't'
2022-07-07 20:25:43,622: 'i'
2022-07-07 20:25:44,575: 'g'
2022-07-07 20:25:45,043: 'n'
2022-07-07 20:25:45,184: 'o'
2022-07-07 20:25:45,332: 'r'
2022-07-07 20:25:45,442: 'e'
2022-07-07 20:25:51,034: Key.enter
2022-07-07 20:25:54,861: 'l'
2022-07-07 20:25:55,033: 'l'
2022-07-07 20:25:55,268: Key.enter
2022-07-07 20:26:34,373: Key.enter
2022-07-07 20:26:36,826: 'l'
2022-07-07 20:26:36,966: 's'
2022-07-07 20:26:37,138: Key.space
2022-07-07 20:26:37,669: '-'
2022-07-07 20:26:37,778: 'a'
2022-07-07 20:26:38,060: Key.enter
2022-07-07 20:26:56,815: 'g'
2022-07-07 20:26:56,893: 'i'
2022-07-07 20:26:57,003: 't'
2022-07-07 20:26:57,159: Key.space
2022-07-07 20:26:57,628: 's'
2022-07-07 20:26:57,768: 't'
2022-07-07 20:26:57,831: 'a'
2022-07-07 20:26:57,909: 't'
2022-07-07 20:26:58,096: 'u'
2022-07-07 20:26:58,237: 's'
2022-07-07 20:26:58,877: Key.enter
2022-07-07 20:27:13,122: Key.ctrl_l
2022-07-07 20:27:13,591: Key.ctrl_l
2022-07-07 20:27:13,622: Key.ctrl_l
2022-07-07 20:27:13,653: Key.ctrl_l
2022-07-07 20:27:13,669: Key.ctrl_l
2022-07-07 20:27:13,700: Key.ctrl_l
2022-07-07 20:27:13,716: Key.ctrl_l
2022-07-07 20:27:13,747: Key.ctrl_l
2022-07-07 20:27:13,778: Key.ctrl_l
2022-07-07 20:27:13,794: Key.ctrl_l
2022-07-07 20:27:13,825: Key.ctrl_l
2022-07-07 20:27:13,856: Key.ctrl_l
2022-07-07 20:27:13,872: Key.ctrl_l
2022-07-07 20:27:13,903: Key.ctrl_l
2022-07-07 20:27:13,935: Key.ctrl_l
2022-07-07 20:27:13,950: Key.ctrl_l
2022-07-07 20:27:13,981: Key.ctrl_l
2022-07-07 20:27:14,013: Key.ctrl_l
2022-07-07 20:27:14,028: Key.ctrl_l
2022-07-07 20:27:14,059: Key.ctrl_l
2022-07-07 20:27:14,091: Key.ctrl_l
2022-07-07 20:27:14,106: Key.ctrl_l
2022-07-07 20:27:14,138: Key.ctrl_l
2022-07-07 20:27:14,153: '\x03'
2022-07-07 20:27:14,356: '\x03'
2022-07-07 20:27:14,606: '\x03'
2022-07-07 20:27:15,028: Key.ctrl_l
2022-07-07 20:27:15,278: '\x03'
2022-07-07 20:27:21,210: Key.delete
2022-07-07 20:27:27,718: Key.ctrl_l
2022-07-07 20:27:27,952: '\x16'
2022-07-07 20:27:41,995: 'c'
2022-07-07 20:27:42,088: 'l'
2022-07-07 20:27:42,197: 'e'
2022-07-07 20:27:42,307: 'a'
2022-07-07 20:27:42,338: 'r'
2022-07-07 20:27:42,822: Key.enter
2022-07-07 20:27:43,650: 'g'
2022-07-07 20:27:43,728: 'i'
2022-07-07 20:27:43,853: 't'
2022-07-07 20:27:43,963: Key.space
2022-07-07 20:27:44,088: 's'
2022-07-07 20:27:44,228: 't'
2022-07-07 20:27:44,322: 'a'
2022-07-07 20:27:44,379: 't'
2022-07-07 20:27:44,504: 'u'
2022-07-07 20:27:44,610: 's'
2022-07-07 20:27:45,296: Key.enter
2022-07-07 20:27:50,189: Key.enter
2022-07-07 20:33:37,094: 'g'
2022-07-07 20:33:37,210: 'i'
2022-07-07 20:33:37,319: 't'
2022-07-07 20:33:37,480: Key.space
2022-07-07 20:33:37,648: 'a'
2022-07-07 20:33:37,832: 'd'
2022-07-07 20:33:37,985: 'd'
2022-07-07 20:33:39,155: Key.space
2022-07-07 20:33:40,157: '.'
2022-07-07 20:33:40,682: Key.enter
2022-07-07 20:33:44,112: 'g'
2022-07-07 20:33:44,247: 'i'
2022-07-07 20:33:44,327: 't'
2022-07-07 20:33:44,936: Key.space
2022-07-07 20:33:45,008: 's'
2022-07-07 20:33:45,157: 't'
2022-07-07 20:33:45,222: 'a'
2022-07-07 20:33:45,298: 't'
2022-07-07 20:33:45,478: 'u'
2022-07-07 20:33:45,617: 's'
2022-07-07 20:33:46,061: Key.enter
2022-07-07 20:34:01,836: Key.enter
2022-07-07 20:34:02,069: Key.enter
2022-07-07 20:34:02,267: Key.enter
2022-07-07 20:34:13,291: 'c'
2022-07-07 20:34:13,430: 'l'
2022-07-07 20:34:14,182: 'e'
2022-07-07 20:34:14,296: 'a'
2022-07-07 20:34:14,367: 'r'
2022-07-07 20:34:15,082: Key.enter
2022-07-07 20:44:26,133: 'g'
2022-07-07 20:44:26,238: 'i'
2022-07-07 20:44:26,351: 't'
2022-07-07 20:44:26,516: Key.space
2022-07-07 20:44:26,814: 'c'
2022-07-07 20:44:26,931: 'o'
2022-07-07 20:44:27,075: 'm'
2022-07-07 20:44:27,220: 'm'
2022-07-07 20:44:27,380: 'i'
2022-07-07 20:44:27,575: 't'
2022-07-07 20:44:28,757: Key.space
2022-07-07 20:44:29,960: '-'
2022-07-07 20:44:30,273: 'm'
2022-07-07 20:44:32,610: Key.space
2022-07-07 20:44:33,030: Key.shift_r
2022-07-07 20:44:33,397: '"'
2022-07-07 20:44:33,570: '"'
2022-07-07 20:44:35,210: Key.left
2022-07-07 20:44:38,252: 's'
2022-07-07 20:44:38,435: 't'
2022-07-07 20:44:38,500: 'a'
2022-07-07 20:44:38,676: 'r'
2022-07-07 20:44:38,828: 't'
2022-07-07 20:44:40,657: 'p'
2022-07-07 20:44:40,861: 'y'
2022-07-07 20:44:41,103: 't'
2022-07-07 20:44:41,297: 'h'
2022-07-07 20:44:41,430: 'o'
2022-07-07 20:44:41,571: 'n'
2022-07-07 20:44:44,620: Key.space
2022-07-07 20:44:44,836: 'c'
2022-07-07 20:44:44,964: 'o'
2022-07-07 20:44:45,117: 'm'
2022-07-07 20:44:45,295: 'm'
2022-07-07 20:44:48,371: Key.backspace
2022-07-07 20:44:48,542: Key.backspace
2022-07-07 20:44:48,919: Key.backspace
2022-07-07 20:44:50,401: 'o'
2022-07-07 20:44:50,778: 'm'
2022-07-07 20:44:50,949: 'm'
2022-07-07 20:44:51,123: 'i'
2022-07-07 20:44:51,376: 't'
2022-07-07 20:44:52,322: Key.space
2022-07-07 20:44:52,558: '-'
2022-07-07 20:44:52,683: Key.space
2022-07-07 20:44:53,033: 'c'
2022-07-07 20:44:53,164: 'o'
2022-07-07 20:44:53,301: 'm'
2022-07-07 20:44:53,751: 'm'
2022-07-07 20:44:53,898: 'i'
2022-07-07 20:44:54,131: 't'
2022-07-07 20:44:54,276: 't'
2022-07-07 20:44:54,418: 'i'
2022-07-07 20:44:54,516: 'n'
2022-07-07 20:44:54,622: 'g'
2022-07-07 20:44:57,179: Key.space
2022-07-07 20:44:57,516: 'a'
2022-07-07 20:44:57,637: 'l'
2022-07-07 20:44:57,815: 'l'
2022-07-07 20:44:57,926: Key.space
2022-07-07 20:44:58,354: 'f'
2022-07-07 20:44:58,494: 'i'
2022-07-07 20:44:58,562: 'l'
2022-07-07 20:44:58,726: 'e'
2022-07-07 20:44:58,829: 's'
2022-07-07 20:45:01,119: Key.space
2022-07-07 20:45:01,406: 't'
2022-07-07 20:45:01,555: 'o'
2022-07-07 20:45:01,774: Key.space
2022-07-07 20:45:01,946: 't'
2022-07-07 20:45:02,072: 'h'
2022-07-07 20:45:02,269: 's'
2022-07-07 20:45:02,717: Key.backspace
2022-07-07 20:45:02,943: 'e'
2022-07-07 20:45:03,111: Key.space
2022-07-07 20:45:03,257: 'r'
2022-07-07 20:45:03,317: 'e'
2022-07-07 20:45:03,515: 'p'
2022-07-07 20:45:03,680: 'o'
2022-07-07 20:45:03,817: 's'
2022-07-07 20:45:03,968: 'i'
2022-07-07 20:45:04,112: 't'
2022-07-07 20:45:04,699: 'o'
2022-07-07 20:45:04,873: 'r'
2022-07-07 20:45:05,054: 'y'
2022-07-07 20:45:09,593: Key.left
2022-07-07 20:45:09,778: Key.left
2022-07-07 20:45:09,941: Key.left
2022-07-07 20:45:10,119: Key.left
2022-07-07 20:45:10,383: Key.left
2022-07-07 20:45:10,599: Key.left
2022-07-07 20:45:10,791: Key.left
2022-07-07 20:45:10,991: Key.left
2022-07-07 20:45:11,573: Key.left
2022-07-07 20:45:11,797: Key.left
2022-07-07 20:45:12,006: Key.left
2022-07-07 20:45:12,197: Key.left
2022-07-07 20:45:12,384: Key.left
2022-07-07 20:45:12,570: Key.left
2022-07-07 20:45:12,768: Key.left
2022-07-07 20:45:12,951: Key.left
2022-07-07 20:45:13,153: Key.left
2022-07-07 20:45:14,345: 'i'
2022-07-07 20:45:14,469: 'n'
2022-07-07 20:45:14,559: Key.space
2022-07-07 20:45:14,656: 't'
2022-07-07 20:45:14,729: 'h'
2022-07-07 20:45:14,820: 'i'
2022-07-07 20:45:14,947: 's'
2022-07-07 20:45:15,095: Key.space
2022-07-07 20:45:15,331: 'd'
2022-07-07 20:45:15,490: 'i'
2022-07-07 20:45:15,933: 'r'
2022-07-07 20:45:16,245: Key.space
2022-07-07 20:45:18,954: Key.enter
2022-07-07 20:46:05,744: 'g'
2022-07-07 20:46:05,864: 'i'
2022-07-07 20:46:05,954: 't'
2022-07-07 20:46:09,382: 'g'
2022-07-07 20:46:09,520: 'i'
2022-07-07 20:46:09,624: 't'
2022-07-07 20:46:09,745: Key.space
2022-07-07 20:46:09,928: 's'
2022-07-07 20:46:10,078: 't'
2022-07-07 20:46:10,133: 'a'
2022-07-07 20:46:10,390: 'u'
2022-07-07 20:46:11,043: Key.backspace
2022-07-07 20:46:11,125: 't'
2022-07-07 20:46:11,325: 'u'
2022-07-07 20:46:11,441: 's'
2022-07-07 20:46:12,267: Key.enter
2022-07-07 20:47:49,219: Key.ctrl_l
2022-07-07 20:47:49,606: '\x03'
2022-07-07 20:47:51,294: Key.enter
2022-07-07 20:47:51,967: Key.ctrl_l
2022-07-07 20:47:52,269: '\x16'
2022-07-07 20:47:53,560: Key.backspace
2022-07-07 20:47:53,820: '5'
2022-07-07 20:48:05,019: 'c'
2022-07-07 20:48:05,114: 'l'
2022-07-07 20:48:05,200: 'e'
2022-07-07 20:48:05,298: 'a'
2022-07-07 20:48:05,384: 'r'
2022-07-07 20:48:05,708: Key.enter
2022-07-07 20:48:06,359: 'g'
2022-07-07 20:48:06,515: 'i'
2022-07-07 20:48:06,617: 't'
2022-07-07 20:48:06,894: Key.space
2022-07-07 20:48:07,026: 's'
2022-07-07 20:48:07,125: 't'
2022-07-07 20:48:07,186: 'a'
